offer_id;dealer_plz;dealer_city;dealer_street_house_nr;make;model;price_raw;camera_resolution_raw;battery_life_raw;storage_size_raw;screen_size_raw;description_raw
72538971;1283;Le Grand-Saconnex;Stalderstrasse 4;Samsung;Galaxy S23;CHF 1269.-;16 MP;16 hrs;64 GB;5.8 IN;Lässt sich einfach mit Ihrem Smartwatch synchronisieren.
37698521;3281;Versoix;Itenstrasse 82;Apple;iPhone 14;CHF 568.-;12 MP;19 hrs;64 GB;6.1 IN;Smart-Home-Konnektivität für mehr Kontrolle und Komfort.
85107047;6241;Steffisburg;Walderstrasse 5;Google;Pixel 6a;CHF 2930.-;108 MP;29 hrs;64 GB;6.1 IN;Einsteigerfreundlich und intuitiv – perfekt für alle Altersgruppen.
54346554;9111;Zürich;Walterstrasse 20;Google;Pixel 8;CHF 346.-;12 MP;33 hrs;256 GB;5.8 IN;Gestochen scharfe Bildqualität für atemberaubende Videos.
50983721;8052;Lausanne;Thommenstrasse 18;Google;Pixel 7;CHF 1676.-;20 MP;17 hrs;256 GB;6.5 IN;Hervorragende Kameraqualität – perfekt für Social Media Posts.
44692423;4600;Delsberg;Hoferstrasse 463;Apple;iPhone 16;CHF 3023.-;16 MP;21 hrs;256 GB;5.8 IN;Gesichtserkennung und Fingerabdrucksensor für maximalen Schutz.
80574974;2145;Baar;Vogelstrasse 6;Vivo;Vivo V21;CHF 1723.-;12 MP;22 hrs;512 GB;5.8 IN;Für ein unvergleichliches Multitasking-Erlebnis entwickelt.
74025619;9225;Wald;Seilerstrasse 4;Vivo;Vivo X60;CHF 372.-;12 MP;17 hrs;128 GB;5.8 IN;Lässt sich einfach mit Ihrem Smartwatch synchronisieren.
23389421;7480;Ostermundigen;Hermannstrasse 78;Samsung;Galaxy S23;CHF 375.-;16 MP;24 hrs;128 GB;6.7 IN;Nehmen Sie beeindruckende Ultra-Weitwinkelaufnahmen und Videos auf.
33264910;6937;Cham;Kohlerstrasse 3;Samsung;Galaxy S10;CHF 4919.-;108 MP;34 hrs;128 GB;5.8 IN;Optimiert für Gaming und Multimedia: gestochen scharfes Bild und satte Audioqualität.
65404883;4754;Regensdorf;Imhofstrasse 249;Xiaomi;Mi 11;CHF 148.-;16 MP;19 hrs;128 GB;5.8 IN;Große Auswahl an Zubehör für Individualität und Funktionalität.
50503050;8069;Neuenburg;Schärstrasse 744;Google;Pixel 7a;CHF 303.-;20 MP;16 hrs;64 GB;5.8 IN;Gesichtserkennung und Fingerabdrucksensor für maximalen Schutz.
86044212;5738;Altstätten;Hirtstrasse 79;Vivo;Vivo V21;CHF 1241.-;48 MP;15 hrs;64 GB;6.1 IN;Elegantes Design trifft auf Funktionalität – der perfekte Begleiter für unterwegs.
71937580;5040;Locarno;Roosstrasse 63;Apple;iPhone 14;CHF 1721.-;48 MP;25 hrs;64 GB;5.8 IN;Mit Stereo-Lautsprechern für kristallklare Audio-Erlebnisse.
73263970;8549;Kloten;Fehrstrasse 160;Xiaomi;Redmi Note 10;CHF 386.-;16 MP;21 hrs;128 GB;5.8 IN;Erleben Sie brillante Farben und beeindruckende Details auf dem hochauflösenden Display.
45043102;4716;Vevey;Weberstrasse 6;Vivo;Vivo V21;CHF 2955.-;108 MP;19 hrs;256 GB;6.7 IN;Einfache Anpassung der Displayfarbe für optimalen Komfort.
19727964;9838;Arbon;Walderstrasse 862;Google;Pixel 8;CHF 641.-;12 MP;17 hrs;128 GB;5.8 IN;Perfekte Bildqualität auch bei direktem Sonnenlicht dank hellerem Display.
64679723;2794;Freienbach;Bieristrasse 740;Vivo;Vivo V23;CHF 1410.-;12 MP;27 hrs;512 GB;5.8 IN;Perfekte Balance zwischen Leistung und Energieeffizienz für lange Nutzung.
37905513;1769;Freiburg;Amreinstrasse 3;Samsung;Galaxy S10;CHF 890.-;48 MP;18 hrs;64 GB;5.8 IN;Batterie, die sich an Ihre Nutzungsgewohnheiten anpasst.
98319658;7254;Belp;Schwarzstrasse 1;Apple;iPhone 13;CHF 1304.-;12 MP;25 hrs;128 GB;6.1 IN;Nahtlose Synchronisation mit Cloud-Diensten für Backups und Updates.
28907022;2026;Illnau-Effretikon;Reystrasse 36;Vivo;Vivo X50;CHF 1070.-;12 MP;30 hrs;128 GB;6.5 IN;Einsteigerfreundlich und intuitiv – perfekt für alle Altersgruppen.
96789632;8925;Opfikon;Hofmannstrasse 4;Google;Pixel 7a;CHF 3005.-;20 MP;31 hrs;512 GB;6.1 IN;Große Auswahl an Themes für eine persönliche Gestaltung.
37895721;4618;Risch;Pfisterstrasse 88;Xiaomi;Redmi Note 11;CHF 344.-;48 MP;17 hrs;64 GB;5.8 IN;Wasser- und staubdicht – ideal für Abenteuer und Outdoor-Aktivitäten.
85039056;7480;Volketswil;Schärerstrasse 48;Apple;iPhone 14;CHF 3195.-;12 MP;27 hrs;512 GB;5.8 IN;Hervorragende Kameraqualität – perfekt für Social Media Posts.
31405453;5359;Zollikon;Eggerstrasse 11;Google;Pixel 7a;CHF 972.-;12 MP;17 hrs;256 GB;6.5 IN;Fortschrittliche Sensoren für präzise Fitness- und Gesundheitsdaten.
54317225;5114;Ostermundigen;Wegmannstrasse 68;Samsung;Galaxy S20;CHF 575.-;16 MP;16 hrs;64 GB;5.8 IN;Verbesserte Bildstabilisierung für perfekte Videos auch in Bewegung.
64799954;4519;Horw;Schärstrasse 70;Vivo;Vivo X50;CHF 72.-;12 MP;26 hrs;64 GB;5.8 IN;Glasfaserverstärktes Gehäuse für extra Schutz und Haltbarkeit.
11436957;2092;Muttenz;Frickstrasse 222;Xiaomi;Mi 11;CHF 717.-;20 MP;18 hrs;256 GB;5.8 IN;Dreifach-Kamerasystem für alle Szenen, vom Portrait bis zur Weitwinkelaufnahme.
17605519;6078;Wil;Hotzstrasse 32;Xiaomi;Mi 11T;CHF 671.-;20 MP;22 hrs;256 GB;5.8 IN;Ideal für Videotelefonie und Meetings unterwegs – glasklare Audioqualität.
84642318;4407;Grenchen;Käserstrasse 67;Google;Pixel 8 Pro;CHF 315.-;12 MP;16 hrs;512 GB;6.5 IN;Hohes Arbeitstempo auch bei speicherintensiven Anwendungen.
27691237;1912;Lutry;Betschartstrasse 76;Google;Pixel 7a;CHF 1714.-;12 MP;17 hrs;256 GB;6.9 IN;Blitzschnelle Ladezeiten dank modernster Prozessor-Technologie.
12199227;6421;Regensdorf;Lutzstrasse 95;Samsung;Galaxy S23;CHF 1243.-;12 MP;19 hrs;512 GB;6.5 IN;Langlebige Batterie mit Schnellladefunktion, die den ganzen Tag durchhält.
17850353;4107;Naters;Probststrasse 45;Xiaomi;Mi 11T;CHF 2345.-;108 MP;21 hrs;64 GB;6.7 IN;Dreifach-Kamerasystem für alle Szenen, vom Portrait bis zur Weitwinkelaufnahme.
73926166;3059;Allschwil;Sutterstrasse 81;Xiaomi;Redmi Note 10;CHF 1497.-;16 MP;25 hrs;256 GB;5.8 IN;Optimaler Komfort für lange Streaming-Sessions und Gaming-Abende.
34545299;7054;Pfäffikon;Jennistrasse 14;Xiaomi;Redmi Note 10;CHF 2673.-;48 MP;24 hrs;256 GB;6.1 IN;Vergrößerter Speicher für all Ihre Apps, Videos und Fotos.
72969714;6105;Onex;Forsterstrasse 4;Apple;iPhone 16;CHF 1571.-;12 MP;24 hrs;512 GB;6.1 IN;Flüssige Animationen und nahtloses Scrollen für ein tolles Erlebnis.
88508415;6935;Lugano;Bättigstrasse 5;Samsung;Galaxy S21;CHF 1107.-;16 MP;31 hrs;64 GB;6.1 IN;Leistungsfähige Software für alle Ihre kreativen Ideen.
29788104;7397;Mendrisio;Bärstrasse 71;Google;Pixel 7a;CHF 945.-;12 MP;25 hrs;64 GB;6.1 IN;Nehmen Sie beeindruckende Ultra-Weitwinkelaufnahmen und Videos auf.
21346274;4401;Bassersdorf;Müllerstrasse 7;Xiaomi;Mi 11T;CHF 601.-;16 MP;20 hrs;256 GB;5.8 IN;Langlebige Batterie mit Schnellladefunktion, die den ganzen Tag durchhält.
84195414;7160;Renens;Baumgartnerstrasse 5;Apple;iPhone 13;CHF 443.-;16 MP;30 hrs;64 GB;5.8 IN;Ideal für kreative Projekte – von Fotografie bis Videobearbeitung.
75059528;9625;Ittigen;Probststrasse 96;Vivo;Vivo X50;CHF 444.-;16 MP;25 hrs;128 GB;5.8 IN;Nahtlose Integration in Ihre digitale Umgebung – perfekt für unterwegs.
57641877;2506;Altstätten;Gerberstrasse 29;Apple;iPhone 14;CHF 4081.-;16 MP;19 hrs;512 GB;6.1 IN;Ideal für Videotelefonie und Meetings unterwegs – glasklare Audioqualität.
29073006;7721;Lyss;Hoffmannstrasse 14;Vivo;Vivo Y20;CHF 196.-;20 MP;25 hrs;128 GB;5.8 IN;Augenfreundlicher Lesemodus für komfortable E-Book-Lektüre.
48824005;3090;Schwyz;Schochstrasse 43;Xiaomi;Redmi Note 10;CHF 198.-;12 MP;21 hrs;64 GB;5.8 IN;Genießen Sie ultra-schnelles 5G für beste Konnektivität und Geschwindigkeit.
96711226;6152;Einsiedeln;Jennistrasse 82;Samsung;Galaxy S10;CHF 398.-;12 MP;17 hrs;256 GB;5.8 IN;Multifunktionales Betriebssystem für maximalen Benutzerkomfort.
48909287;5639;Siders;Hürlimannstrasse 66;Samsung;Galaxy S20;CHF 666.-;20 MP;19 hrs;512 GB;5.8 IN;Nahtlose Integration in Ihre digitale Umgebung – perfekt für unterwegs.
78259723;9067;Horw;Wegmannstrasse 58;Google;Pixel 7a;CHF 2966.-;48 MP;27 hrs;128 GB;6.1 IN;Smarte Mitteilungen und Benachrichtigungen für den Überblick.
60670300;7559;Brugg;Kochstrasse 37;Vivo;Vivo Y20;CHF 192.-;12 MP;21 hrs;64 GB;5.8 IN;Hohes Arbeitstempo auch bei speicherintensiven Anwendungen.
76684091;7739;Kloten;Baderstrasse 37;Vivo;Vivo Y20;CHF 635.-;12 MP;27 hrs;64 GB;6.1 IN;Kompakt und leistungsstark – ideal für mobile Content-Creator.
52484260;5734;Rüti;Portmannstrasse 59;Vivo;Vivo X60;CHF 504.-;12 MP;21 hrs;64 GB;6.7 IN;Ideal für kreative Projekte – von Fotografie bis Videobearbeitung.
58142922;5279;Flawil;Käserstrasse 669;Samsung;Galaxy S21;CHF 218.-;12 MP;33 hrs;128 GB;5.8 IN;Einsteigerfreundlich und intuitiv – perfekt für alle Altersgruppen.
91146225;9134;Wil;Stutzstrasse 18;Samsung;Galaxy S10;CHF 536.-;12 MP;27 hrs;128 GB;5.8 IN;Benutzerfreundliche Oberfläche für müheloses Multitasking und Effizienz.
53295997;3713;Rapperswil-Jona;Gutstrasse 226;Apple;iPhone 15;CHF 2773.-;16 MP;31 hrs;128 GB;5.8 IN;Hohes Arbeitstempo auch bei speicherintensiven Anwendungen.
63985483;3797;Olten;Zimmermannstrasse 57;Xiaomi;Mi 11T;CHF 1034.-;12 MP;22 hrs;256 GB;6.5 IN;Elegantes Gehäuse aus kratzfestem Glas und robustem Aluminium.
93540199;2437;Lugano;Sidlerstrasse 28;Xiaomi;Mi 11T;CHF 761.-;16 MP;26 hrs;256 GB;5.8 IN;Lässt sich einfach mit Ihrem Smartwatch synchronisieren.
44790435;2001;Meyrin;Schneiderstrasse 73;Google;Pixel 8 Pro;CHF 1630.-;20 MP;18 hrs;128 GB;5.8 IN;Aufgeteilt in benutzerfreundliche Kategorien für schnelle Navigation.
39935290;3317;Riehen;Schnyderstrasse 40;Vivo;Vivo X50;CHF 240.-;16 MP;20 hrs;64 GB;6.5 IN;Batterie, die sich an Ihre Nutzungsgewohnheiten anpasst.
96216933;7890;Vevey;Meierstrasse 38;Vivo;Vivo X50;CHF 333.-;12 MP;21 hrs;256 GB;5.8 IN;Genießen Sie brillantes Streaming dank gestochen scharfem Bildschirm.
98952299;4012;Pratteln;Rothstrasse 644;Samsung;Galaxy S20;CHF 1156.-;12 MP;25 hrs;128 GB;5.8 IN;Optimiert für Gaming und Multimedia: gestochen scharfes Bild und satte Audioqualität.
49990742;9128;Möhlin;Vogtstrasse 38;Google;Pixel 8;CHF 2337.-;12 MP;23 hrs;128 GB;6.9 IN;Perfekt für Fotografie-Liebhaber: Mit einer Kamera, die jeden Moment detailgetreu einfängt.
51016226;6259;Altstätten;Baurstrasse 30;Apple;iPhone SE;CHF 346.-;12 MP;19 hrs;128 GB;5.8 IN;Gestochen scharfe Bildqualität für atemberaubende Videos.
76817345;4147;Steinhausen;Zbindenstrasse 30;Samsung;Galaxy S24;CHF 1112.-;12 MP;26 hrs;128 GB;6.1 IN;Dreifach-Kamerasystem für alle Szenen, vom Portrait bis zur Weitwinkelaufnahme.
95604856;6404;Illnau-Effretikon;Knechtstrasse 4;Vivo;Vivo V21;CHF 597.-;12 MP;17 hrs;256 GB;6.9 IN;Verbesserte Bildstabilisierung für perfekte Videos auch in Bewegung.
39220746;2466;Bülach;Frickstrasse 87;Google;Pixel 7a;CHF 336.-;20 MP;25 hrs;128 GB;6.5 IN;Nahtlose Integration in Ihre digitale Umgebung – perfekt für unterwegs.
35945352;8209;Frauenfeld;Portmannstrasse 546;Samsung;Galaxy S10;CHF 1283.-;16 MP;28 hrs;512 GB;5.8 IN;Einfache Synchronisation mit all Ihren Geräten und Anwendungen.
25135451;2722;Zofingen;Friedlistrasse 8;Apple;iPhone 15;CHF 4324.-;16 MP;16 hrs;256 GB;6.1 IN;Optimierte Kamera mit KI-Unterstützung für perfekte Schnappschüsse.
92543545;3255;Emmen;Schumacherstrasse 26;Xiaomi;Redmi 12 Pro;CHF 3466.-;50 MP;25 hrs;512 GB;5.8 IN;Makromodus für beeindruckende Nahaufnahmen und Detailgenauigkeit.
22956718;7324;Sarnen;Huberstrasse 48;Samsung;Galaxy S22;CHF 688.-;16 MP;24 hrs;64 GB;6.1 IN;Batterie, die sich an Ihre Nutzungsgewohnheiten anpasst.
67980848;4536;Arbon;Spörristrasse 64;Samsung;Galaxy S23;CHF 150.-;16 MP;19 hrs;64 GB;5.8 IN;Smart-Home-Konnektivität für mehr Kontrolle und Komfort.
36401764;8367;Belp;Stuckistrasse 7;Xiaomi;Mi 11;CHF 132.-;20 MP;30 hrs;64 GB;5.8 IN;Perfekt für Musikliebhaber mit hoher Audioqualität.
94799875;8351;Altstätten;Kesslerstrasse 90;Samsung;Galaxy S23;CHF 1121.-;12 MP;21 hrs;512 GB;5.8 IN;Blitzschnelle Ladezeiten dank modernster Prozessor-Technologie.
57684613;2475;Zollikon;Betschartstrasse 277;Google;Pixel 6a;CHF 1061.-;12 MP;26 hrs;128 GB;5.8 IN;Kompakte Größe bei maximaler Leistung – ideal für den Alltag.
18381597;8348;Birsfelden;Vogtstrasse 486;Samsung;Galaxy S22;CHF 3476.-;48 MP;25 hrs;256 GB;6.5 IN;Sicherheit auf höchstem Niveau mit erweiterten Schutzfunktionen.
40486002;4813;Birsfelden;Stockerstrasse 186;Xiaomi;Redmi Note 11;CHF 1884.-;16 MP;23 hrs;256 GB;6.7 IN;Ideal für Videotelefonie und Meetings unterwegs – glasklare Audioqualität.
37359832;5212;Dietikon;Kuhnstrasse 831;Vivo;Vivo X60;CHF 2401.-;48 MP;23 hrs;256 GB;6.7 IN;Starker Akku, der den ganzen Tag hält, auch bei intensiver Nutzung.
82790437;9702;La Chaux-de-Fonds;Wagnerstrasse 19;Xiaomi;Redmi Note 11;CHF 2112.-;48 MP;17 hrs;256 GB;6.7 IN;Gestochen scharfe Bildqualität für atemberaubende Videos.
24584120;2180;Brig-Glis;Schmidstrasse 5;Xiaomi;Mi 11T;CHF 1677.-;12 MP;18 hrs;128 GB;6.9 IN;Erleben Sie brillante Farben und beeindruckende Details auf dem hochauflösenden Display.
91708236;8803;Val-de-Ruz;Hartmannstrasse 17;Apple;iPhone 14;CHF 551.-;12 MP;21 hrs;64 GB;5.8 IN;Genießen Sie ultra-schnelles 5G für beste Konnektivität und Geschwindigkeit.
90542263;1793;Herisau;Martistrasse 8;Apple;iPhone SE;CHF 2229.-;48 MP;26 hrs;128 GB;5.8 IN;Dual-Lautsprecher mit Tiefenbass für besseren Sound.
74730322;9989;Mendrisio;Freystrasse 45;Apple;iPhone SE;CHF 671.-;16 MP;30 hrs;512 GB;5.8 IN;Augenfreundlicher Lesemodus für komfortable E-Book-Lektüre.
32420823;2213;Illnau-Effretikon;Bosshardstrasse 1;Xiaomi;Mi 11;CHF 800.-;16 MP;25 hrs;256 GB;6.5 IN;Erleben Sie brillante Farben und beeindruckende Details auf dem hochauflösenden Display.
27104124;6828;Kriens;Christenstrasse 23;Vivo;Vivo V23;CHF 506.-;12 MP;22 hrs;64 GB;5.8 IN;Glasfaserverstärktes Gehäuse für extra Schutz und Haltbarkeit.
89647594;2664;La Chaux-de-Fonds;Zimmermannstrasse 57;Vivo;Vivo V21;CHF 1700.-;108 MP;19 hrs;256 GB;5.8 IN;Ideal für kreative Projekte – von Fotografie bis Videobearbeitung.
12232886;6815;Brig-Glis;Brunnerstrasse 99;Vivo;Vivo V23;CHF 71.-;16 MP;22 hrs;128 GB;6.1 IN;Modernste Gesichtserkennungstechnologie für Sicherheit.
92092334;4546;Birsfelden;Hofmannstrasse 51;Samsung;Galaxy S24;CHF 1982.-;12 MP;18 hrs;128 GB;6.5 IN;Nachtmodus für eine komfortable Nutzung auch bei Dunkelheit.
31811407;5449;Neuhausen;Zollingerstrasse 39;Vivo;Vivo X50;CHF 653.-;12 MP;22 hrs;256 GB;6.1 IN;Ultra-HD-Display für eine atemberaubende Bildqualität und Details.
49978296;8667;Zollikofen;Schweizerstrasse 96;Google;Pixel 6a;CHF 1902.-;16 MP;25 hrs;256 GB;6.5 IN;Benutzerfreundliche Oberfläche für müheloses Multitasking und Effizienz.
66780992;9915;Neuhausen;Kägistrasse 3;Vivo;Vivo V23;CHF 195.-;12 MP;18 hrs;64 GB;6.1 IN;Maximaler Datenschutz dank fortschrittlicher Sicherheitsstandards.
84255393;5263;Meilen;Martinstrasse 600;Google;Pixel 6;CHF 946.-;20 MP;23 hrs;128 GB;6.1 IN;Leistungsfähige Software für alle Ihre kreativen Ideen.
86635447;2183;Yverdon-les-Bains;Rothstrasse 90;Vivo;Vivo V21;CHF 464.-;12 MP;22 hrs;128 GB;6.1 IN;Optimierte Kamera mit KI-Unterstützung für perfekte Schnappschüsse.
25105475;4621;St. Gallen;Eichenbergerstrasse 12;Xiaomi;Redmi Note 10;CHF 1760.-;12 MP;24 hrs;512 GB;6.5 IN;Ergonomisches Design für höchsten Komfort bei langer Nutzung.
88050960;7130;Val-de-Travers;Kägistrasse 706;Xiaomi;Mi 11T;CHF 568.-;12 MP;25 hrs;128 GB;5.8 IN;Tageslicht-optimierte Displayeinstellungen für sonnige Umgebungen.
52417781;4783;Buchs;Meilistrasse 46;Vivo;Vivo X50;CHF 594.-;108 MP;19 hrs;128 GB;5.8 IN;Perfekt für Fotografie-Liebhaber: Mit einer Kamera, die jeden Moment detailgetreu einfängt.
32937991;4386;Rheinfelden;Sidlerstrasse 48;Vivo;Vivo X60;CHF 430.-;16 MP;23 hrs;512 GB;5.8 IN;Mit Dual-Kamera-System für realistische Tiefenwirkung und beeindruckende Farben.
90776162;3230;Cham;Schärstrasse 745;Apple;iPhone 14;CHF 678.-;12 MP;30 hrs;128 GB;5.8 IN;Sicherheit auf höchstem Niveau mit erweiterten Schutzfunktionen.
39721110;2164;Horw;Steinmannstrasse 11;Apple;iPhone SE;CHF 1703.-;12 MP;22 hrs;128 GB;5.8 IN;Erleben Sie brillante Farben und beeindruckende Details auf dem hochauflösenden Display.
50952683;6190;Crans-Montana;Schürchstrasse 79;Vivo;Vivo V23;CHF 1108.-;16 MP;20 hrs;512 GB;5.8 IN;Integrierter Schrittzähler und Fitnesstracker für aktive Nutzer.
24225241;3482;La Chaux-de-Fonds;Walterstrasse 44;Vivo;Vivo V23;CHF 652.-;12 MP;23 hrs;64 GB;6.7 IN;Kompakte Größe bei maximaler Leistung – ideal für den Alltag.
59735453;7679;Versoix;Blaserstrasse 992;Google;Pixel 7a;CHF 6838.-;108 MP;16 hrs;512 GB;6.1 IN;Perfekt für Fotografie-Liebhaber: Mit einer Kamera, die jeden Moment detailgetreu einfängt.
23666386;1514;Rapperswil-Jona;Eichenbergerstrasse 32;Apple;iPhone 13;CHF 1049.-;12 MP;25 hrs;128 GB;6.1 IN;Maximaler Datenschutz dank fortschrittlicher Sicherheitsstandards.
45038777;3952;Morges;Hoffmannstrasse 42;Vivo;Vivo Y20;CHF 567.-;16 MP;17 hrs;128 GB;5.8 IN;Hohes Arbeitstempo auch bei speicherintensiven Anwendungen.
67981146;5509;Buchs;Schallerstrasse 17;Vivo;Vivo X60;CHF 5510.-;48 MP;35 hrs;512 GB;6.9 IN;Makromodus für beeindruckende Nahaufnahmen und Detailgenauigkeit.
81245386;6296;Urdorf;Flückigerstrasse 67;Vivo;Vivo X50;CHF 1567.-;16 MP;25 hrs;512 GB;6.1 IN;Fortschrittliche Wasserkühlung für Gaming ohne Überhitzung.
67408518;4764;Thônex;Leunbergerstrasse 361;Samsung;Galaxy S22;CHF 783.-;48 MP;25 hrs;64 GB;6.5 IN;Große Auswahl an Zubehör für Individualität und Funktionalität.
90725652;6752;Payerne;Benzstrasse 70;Apple;iPhone 13;CHF 286.-;12 MP;32 hrs;512 GB;5.8 IN;Smarte Mitteilungen und Benachrichtigungen für den Überblick.
60227662;8191;Winterthur;Schaubstrasse 4;Apple;iPhone 16;CHF 2240.-;16 MP;23 hrs;128 GB;6.7 IN;Brillanter Sound und gestochen scharfer Bildschirm für Multimedia-Genuss.
92044858;5490;Gland;Blaserstrasse 69;Google;Pixel 6;CHF 935.-;12 MP;26 hrs;64 GB;6.7 IN;Smarte Mitteilungen und Benachrichtigungen für den Überblick.
26761671;2515;Meilen;Spörristrasse 5;Xiaomi;Redmi Note 11;CHF 150.-;12 MP;31 hrs;64 GB;6.7 IN;Mit Stiftunterstützung für Kreativität und Präzision.
13945942;7777;Arbon;Merzstrasse 1;Apple;iPhone 15;CHF 4385.-;12 MP;35 hrs;256 GB;6.1 IN;Vergrößerter Speicher für all Ihre Apps, Videos und Fotos.
59978040;2070;Siders;Stettlerstrasse 6;Xiaomi;Redmi Note 10;CHF 947.-;16 MP;19 hrs;64 GB;6.5 IN;Smarte Mitteilungen und Benachrichtigungen für den Überblick.
75645744;1011;Gossau;Baumgartnerstrasse 88;Samsung;Galaxy S23;CHF 595.-;12 MP;16 hrs;128 GB;5.8 IN;Genießen Sie brillantes Streaming dank gestochen scharfem Bildschirm.
89984645;4753;Pfäffikon;Stockerstrasse 48;Samsung;Galaxy S21;CHF 327.-;12 MP;15 hrs;64 GB;6.5 IN;Sicherheit auf höchstem Niveau mit erweiterten Schutzfunktionen.
73391224;2282;Zollikon;Favrestrasse 42;Apple;iPhone 14;CHF 449.-;12 MP;20 hrs;512 GB;5.8 IN;Mit adaptiver Helligkeit, die sich automatisch Ihrer Umgebung anpasst.
83226213;9744;Wald;Frickstrasse 896;Samsung;Galaxy S24;CHF 462.-;108 MP;23 hrs;256 GB;6.1 IN;Dual-Lautsprecher mit Tiefenbass für besseren Sound.
34285978;6329;Glarus;Bauerstrasse 70;Samsung;Galaxy S23;CHF 338.-;12 MP;20 hrs;128 GB;5.8 IN;Perfekt für die Familie: hohe Sicherheit und einfache Kindersicherung.
25523106;5582;Wädenswil;Hugstrasse 85;Google;Pixel 6a;CHF 1947.-;16 MP;20 hrs;512 GB;5.8 IN;Ein umfassendes App-Ökosystem für Unterhaltung und Produktivität.
81013661;3557;Wallisellen;Schmidtstrasse 98;Google;Pixel 7a;CHF 654.-;12 MP;15 hrs;64 GB;6.7 IN;Mehrsprachige Unterstützung für internationale Nutzer.
40913171;4200;Schaffhausen;Jennistrasse 89;Apple;iPhone 15;CHF 1037.-;12 MP;18 hrs;128 GB;5.8 IN;Für ein unvergleichliches Multitasking-Erlebnis entwickelt.
49701147;7419;Münsingen;Friedlistrasse 817;Google;Pixel 8 Pro;CHF 1394.-;12 MP;27 hrs;128 GB;6.1 IN;Optimiert für Gaming und Multimedia: gestochen scharfes Bild und satte Audioqualität.
90937930;8055;Bellinzona;Huberstrasse 62;Xiaomi;Mi 11;CHF 572.-;12 MP;19 hrs;128 GB;5.8 IN;Erstklassige Kamera-Software für perfekte Portrait- und Landschaftsaufnahmen.
39229029;3766;Opfikon;Wirthstrasse 39;Apple;iPhone 15;CHF 171.-;12 MP;20 hrs;64 GB;5.8 IN;Ideal für kreative Projekte – von Fotografie bis Videobearbeitung.
34457130;1920;Uzwil;Lanzstrasse 246;Apple;iPhone 13;CHF 683.-;16 MP;20 hrs;128 GB;6.1 IN;Smart-Home-Konnektivität für mehr Kontrolle und Komfort.
57328710;5158;Münchenbuchsee;Gasserstrasse 396;Apple;iPhone SE;CHF 3378.-;16 MP;21 hrs;512 GB;6.1 IN;Ideal für Videotelefonie und Meetings unterwegs – glasklare Audioqualität.
18401342;9466;Lancy;Schaubstrasse 7;Xiaomi;Redmi 12 Pro;CHF 1042.-;16 MP;19 hrs;128 GB;5.8 IN;Wasser- und staubdicht – ideal für Abenteuer und Outdoor-Aktivitäten.
53947932;6162;Pratteln;Bianchistrasse 246;Samsung;Galaxy S10;CHF 1694.-;12 MP;17 hrs;512 GB;5.8 IN;Dual-Lautsprecher mit Tiefenbass für besseren Sound.
24412290;9308;Bülach;Suterstrasse 98;Samsung;Galaxy S22;CHF 1197.-;20 MP;25 hrs;64 GB;6.1 IN;Nachtmodus für eine komfortable Nutzung auch bei Dunkelheit.
69417259;2675;Kriens;Zimmermannstrasse 383;Xiaomi;Redmi Note 11;CHF 1112.-;12 MP;18 hrs;128 GB;6.5 IN;Perfekt für Musikliebhaber mit hoher Audioqualität.
63157438;4572;Wettingen;Wyssstrasse 15;Xiaomi;Mi 11T;CHF 1034.-;16 MP;15 hrs;512 GB;5.8 IN;Benutzerfreundliche Oberfläche für müheloses Multitasking und Effizienz.
55829321;5248;Olten;Bieristrasse 38;Vivo;Vivo V23;CHF 225.-;16 MP;30 hrs;256 GB;5.8 IN;Elegantes Design trifft auf Funktionalität – der perfekte Begleiter für unterwegs.
89937042;5193;Martigny;Eggerstrasse 24;Vivo;Vivo V23;CHF 612.-;16 MP;30 hrs;64 GB;5.8 IN;Kompakte Größe bei maximaler Leistung – ideal für den Alltag.
55685117;4809;Belp;Geigerstrasse 60;Google;Pixel 7a;CHF 2507.-;12 MP;16 hrs;512 GB;6.1 IN;Perfekte Balance zwischen Leistung und Energieeffizienz für lange Nutzung.
97315490;6916;Spreitenbach;Schweizerstrasse 76;Apple;iPhone 13;CHF 2449.-;16 MP;24 hrs;64 GB;5.8 IN;Nahtlose Integration in Ihre digitale Umgebung – perfekt für unterwegs.
99924796;2927;Wetzikon;Hoferstrasse 4;Xiaomi;Redmi Note 10;CHF 550.-;20 MP;24 hrs;64 GB;6.5 IN;Hervorragende Kameraqualität – perfekt für Social Media Posts.
54103061;4175;Lyss;Leustrasse 58;Xiaomi;Redmi 12 Pro;CHF 543.-;12 MP;17 hrs;512 GB;6.7 IN;Mehrsprachige Unterstützung für internationale Nutzer.
16891024;2521;Lyss;Eichenbergerstrasse 2;Vivo;Vivo Y20;CHF 1359.-;20 MP;19 hrs;256 GB;6.5 IN;Ideal für Videotelefonie und Meetings unterwegs – glasklare Audioqualität.
98929256;7981;Schaffhausen;Hürlimannstrasse 5;Samsung;Galaxy S10;CHF 906.-;12 MP;25 hrs;128 GB;6.1 IN;Flüssige Animationen und nahtloses Scrollen für ein tolles Erlebnis.
20999047;8191;Lenzburg;Hofstetterstrasse 9;Apple;iPhone 14;CHF 2679.-;12 MP;25 hrs;256 GB;6.7 IN;Glasfaserverstärktes Gehäuse für extra Schutz und Haltbarkeit.
